Chemical,Cycle,Dose,diff,lwr.ci,upr.ci,pval,se,sd,mean,median,n
F53B,Light_3,1,-2.84668965517241,-8.47324680035491,2.77986749001008,0.5864831241035602,1.8973542807782784,14.696843062619248,36.62931034482759,36.5,60
F53B,Dark_3,0.1,3.91830357142857,0.798018740356527,7.03858840250062,0.04644681583181054,0.5383182385671379,4.169795145860473,42.95892857142857,42.45,60
F53B,Dark_3,1,1.69573863636364,-1.43484419244371,4.82632146517098,0.5864831241035602,0.8019550325913174,6.211916971266797,40.736363636363635,41.2,60
F53B,Light_1,0,NA,NA,NA,1,1.7325838031547545,13.420536431054147,37.888636363636365,41.349999999999994,60
F53B,Dark_1,0,NA,NA,NA,1,0.6283300557858356,4.8670236839602365,41.63666666666666,41.7,60
F53B,Light_2,0,NA,NA,NA,1,2.108004498299899,16.328532631291658,38.78367346938776,42.5,60
F53B,Dark_2,0,NA,NA,NA,1,0.838038972241993,6.491421965932037,40.854838709677416,40.8,60
F53B,Light_3,0,NA,NA,NA,1,1.6454359883741252,12.745492360446656,39.476,40.900000000000006,60
F53B,Dark_3,0,NA,NA,NA,1,1.1863509579505163,9.18943500579913,39.040625,41.65,60
PFOS,Light,0.1,-0.355381096890525,-4.32451440107425,3.6137522072932,0.9709901869546089,1.2649963444914571,16.97170690542984,38.39496855345912,43.7,180
PFOS,Light,1,2.1770893740406,-1.76329002119584,6.11746876927704,0.48301810826916247,1.1354933482766778,15.234241888472972,40.927439024390246,46.2,180
PFOS,Dark,0.1,1.29438550912896,-0.463732855724649,3.05250387398256,0.35109124088172416,0.5139102006171167,6.8948288574625645,41.77718120805369,42.6,180
PFOS,Dark,1,2.55844723892837,0.854607235373384,4.26228724248336,0.007882514732149293,0.33211942441772024,4.455849657876756,43.041242937853106,42.4,180
PFOS,Light,0,NA,NA,NA,1,1.0570864800902398,14.182303365466526,38.75034965034965,41.4,180
PFOS,Dark,0,NA,NA,NA,1,0.5315932024751355,7.1320712226672756,40.48279569892473,41.599999999999994,180
OBS,Light,0.1,6.46687257187257,3.43993432313519,9.49381082060995,2.3682886551856797e-5,0.7954307089618182,10.67182281977686,45.21722222222222,47.8,180
OBS,Light,1,3.89594664594665,0.795452148113377,6.99644114377993,0.021387140680808603,0.8888808337281672,11.925587808677218,42.6462962962963,45.8,180
OBS,Dark,0.1,1.2652489938127,-0.263820630436258,2.79431861806165,0.15730663726049016,0.36873974797498577,4.9471628548692514,41.74804469273743,42.4,180
OBS,Dark,1,0.00939180107526738,-1.62050638492077,1.6392899870713,0.999869527626924,0.3412518887811105,4.578374524588566,40.4921875,40.650000000000006,180
OBS,Light,0,NA,NA,NA,1,1.0570864800902398,14.182303365466526,38.75034965034965,41.4,180
OBS,Dark,0,NA,NA,NA,1,0.5315932024751355,7.1320712226672756,40.48279569892473,41.599999999999994,180
F53B,Light,0.1,5.17608713125955,1.88958973536871,8.46258452715039,0.004190988213050417,0.8758472985583312,11.750724584915893,43.9264367816092,46.75,180
F53B,Light,1,2.41244104732477,-0.882664565958005,5.70754666060754,0.18198465553567356,1.0148725399131764,13.615943926462386,41.16279069767442,45,180
F53B,Dark,0.1,1.69823878383389,0.200110010774305,3.19636755689347,0.047154065942632384,0.3265606476238812,4.381270841180122,42.18103448275862,42.5,180
F53B,Dark,1,1.11417399804496,-0.398119272034855,2.62646726812478,0.18198465553567356,0.3716416232060174,4.98609559654211,41.596969696969694,41.6,180
F53B,Light,0,NA,NA,NA,1,1.0570864800902398,14.182303365466526,38.75034965034965,41.4,180
F53B,Dark,0,NA,NA,NA,1,0.5315932024751355,7.1320712226672756,40.48279569892473,41.599999999999994,180
