Chemical,Dose,time_end,se,sd,mean,median,n
F53B,0,1,1.9499983812477097,6.754992541996198,43.30833333333334,43.85,12
F53B,0,2,5.212577058994869,18.05689660909413,40.46666666666667,47.55,12
F53B,0,3,4.613229630775237,15.980696214969845,40.94166666666667,45.550000000000004,12
F53B,0,4,4.423710792051982,15.324183699649586,37.28333333333333,39.8,12
F53B,0,5,4.483707881166699,15.532019712955439,38.21818181818182,39.9,12
F53B,0,6,5.517757528937652,19.114072767931425,36.94444444444444,39.9,12
F53B,0,7,5.31303288643887,18.404885803192894,38.6625,40.699999999999996,12
F53B,0,8,4.706925551583342,16.30526840557302,31.82,35.7,12
F53B,0,9,4.592582586607977,15.909172755922219,34.48,38.25,12
F53B,0,10,4.301473692343814,14.900741965120766,33.89,34.35,12
F53B,0,11,3.620032646763889,12.540160938506187,34.981818181818184,35.7,12
F53B,0,12,3.2139705165855954,11.133520457509285,37.74444444444445,37.5,12
F53B,0,13,4.788304203249534,16.587172324247607,37,38.5,12
F53B,0,14,5.243690937007743,18.16467824417173,34.8125,38.05,12
F53B,0,15,4.433668981207397,15.358679878786706,35.92857142857143,39.2,12
F53B,0,16,3.9702924605401835,13.753496525126499,40.233333333333334,39.650000000000006,12
F53B,0,17,5.24241250655544,18.160249631177063,40.06666666666666,44.849999999999994,12
F53B,0,18,6.461501373519934,22.383297344225223,38.18,42.7,12
F53B,0,19,5.007922295152523,17.347951711122224,38.95,41.7,12
F53B,0,20,5.428594924761181,18.805204446793823,39.32857142857143,43.6,12
F53B,0,21,1.7890872905851558,6.197580172938467,41.75,44.4,12
F53B,0,22,1.0998105897532233,3.8098556403097468,40.9,41.400000000000006,12
F53B,0,23,1.1165422816296153,3.8678159211627436,40.6,40.9,12
F53B,0,24,1.7999007909167812,6.235039236902543,42.17142857142857,43.599999999999994,12
F53B,0,25,1.5449739300209706,5.3519466863313685,42.6,42,12
F53B,0,26,2.909471283265767,10.07870417155786,43.15555555555555,44.5,12
F53B,0,27,1.9722278113043985,6.831997546559165,42.55714285714286,45.3,12
F53B,0,28,3.544299734229684,12.277814433877362,37.75454545454546,41.3,12
F53B,0,29,5.4638797096460205,18.927434527103184,33.75555555555555,41.6,12
F53B,0,30,4.237205882474464,14.678111741150982,32.7125,39.95,12
F53B,0,31,2.4294489544384805,8.415858046965068,37.46666666666667,33.75,12
F53B,0,32,2.3115651263447745,8.00749648766704,40.9,39.85,12
F53B,0,33,1.5411485615893397,5.338695221368859,41.28333333333333,43.8,12
F53B,0,34,1.6289481950701263,5.642842073518154,42.016666666666666,42.9,12
F53B,0,35,1.640702520844276,5.683560252417242,42.357142857142854,44.5,12
F53B,0,36,1.9741703282261347,6.838726622565184,43.627272727272725,42.5,12
F53B,0,37,4.754274392586108,16.469289602165603,39.333333333333336,44,12
F53B,0,38,4.965683161384671,17.20163105961499,38.91111111111111,41.400000000000006,12
F53B,0,39,6.2633653390466035,21.69693398718917,36.37777777777778,40.5,12
F53B,0,40,5.46551863407252,18.93311192785611,35.35454545454546,43.8,12
F53B,0,41,4.324580904550174,14.98078769624615,31.6,36.2,12
F53B,0,42,3.277791431233334,11.354602591020084,37.019999999999996,41.9,12
F53B,0,43,0.9978309810116485,3.4565879129569415,41,41.8,12
F53B,0,44,1.5757084574429188,5.458414212414234,39.8,41.6,12
F53B,0,45,1.3782465280433298,4.774386023852901,44.31428571428572,44.400000000000006,12
F53B,0,46,2.531669110458254,8.7699590545328,41.472727272727276,40.6,12
F53B,0,47,3.5892917339657906,12.433671292831486,37.82727272727273,37.099999999999994,12
F53B,0,48,4.666981636196204,16.16689862376551,39.38888888888889,41.9,12
