Chemical,Cycle,Dose,se,sd,mean,median,n
F53B,Light_1,0,1.5823038740874145,12.256473105960067,23.19655303030303,27.450833333333335,60
F53B,Light_1,0.1,1.0259226702138717,7.946762832469938,16.44030303030303,14.478333333333333,60
F53B,Light_1,1,1.1793336048408019,9.135078822342368,20.125632183908046,20.197499999999998,60
F53B,Dark_1,0,0.6782246483953029,5.253505536444779,27.697333333333333,28.129166666666663,60
F53B,Dark_1,0.1,0.6551610816209623,5.07485591640245,24.767175141242937,24.876666666666665,60
F53B,Dark_1,1,0.7120520359158112,5.5155313534700445,28.55666666666667,28.575,60
F53B,Light_2,0,1.4059632385315652,10.890544416425197,18.504897959183673,19.615,60
F53B,Light_2,0.1,1.1803552682433038,9.142992593029009,18.36938888888889,17.72,60
F53B,Light_2,1,1.2704644700647751,9.840975469018211,16.496666666666666,14.366666666666667,60
F53B,Dark_2,0,0.6153661905618951,4.766606015730639,24.67295698924731,24.596666666666668,60
F53B,Dark_2,0.1,0.4764922350021217,3.690892981520736,24.611186440677965,25.573333333333334,60
F53B,Dark_2,1,0.6634476628777716,5.139043498811684,26.96427272727273,27.526666666666664,60
F53B,Light_3,0,1.5338165578715919,11.88089196954772,22.4531,23.955,60
F53B,Light_3,0.1,0.8329825214245292,6.452254866318129,18.553559322033898,18.698333333333334,60
F53B,Light_3,1,1.2127520138197792,9.393936705207024,14.561120689655173,13.206666666666667,60
F53B,Dark_3,0,0.8063100875229475,6.245651081710841,24.096614583333334,25.30166666666667,60
F53B,Dark_3,0.1,0.47347220915309046,3.667499961883909,25.014464285714286,25.776666666666664,60
F53B,Dark_3,1,0.5372799643584434,4.161752708422331,26.268636363636364,26.026666666666664,60
OBS,Light_1,0,1.5823038740874145,12.256473105960067,23.19655303030303,27.450833333333335,60
OBS,Light_1,0.1,1.0326102713686782,7.998564768267225,23.938833333333335,25.511666666666667,60
OBS,Light_1,1,1.1994951180483078,9.29124923211639,23.279363636363637,24.368333333333332,60
OBS,Dark_1,0,0.6782246483953029,5.253505536444779,27.697333333333333,28.129166666666663,60
OBS,Dark_1,0.1,0.6688750586984691,5.181083926065359,25.329138888888888,25.953333333333333,60
OBS,Dark_1,1,0.636885310397264,4.93329240122549,24.031463414634146,24.348333333333336,60
OBS,Light_2,0,1.4059632385315652,10.890544416425197,18.504897959183673,19.615,60
OBS,Light_2,0.1,1.1993255941434002,9.289936105595409,22.81325,24.205000000000002,60
OBS,Light_2,1,0.9939964481679081,7.6994633798872645,17.402037037037037,17.21666666666667,60
OBS,Dark_2,0,0.6153661905618951,4.766606015730639,24.67295698924731,24.596666666666668,60
OBS,Dark_2,0.1,0.5576503233988653,4.319540831061971,26.20461111111111,26.2175,60
OBS,Dark_2,1,0.36526772202198377,2.8293516085965265,24.468739837398374,24.478333333333335,60
OBS,Light_3,0,1.5338165578715919,11.88089196954772,22.4531,23.955,60
OBS,Light_3,0.1,1.0575758870606553,8.191947595872909,23.02052777777778,23.846666666666664,60
OBS,Light_3,1,1.2461679566214323,9.652775485144268,18.305566037735847,19.30666666666667,60
OBS,Dark_3,0,0.8063100875229475,6.245651081710841,24.096614583333334,25.30166666666667,60
OBS,Dark_3,0.1,0.640415509182074,4.960637203430232,25.643531073446326,25.801666666666666,60
OBS,Dark_3,1,0.4940487292950497,3.826885001549328,24.23822463768116,24.1575,60
PFOS,Light_1,0,1.5823038740874145,12.256473105960067,23.19655303030303,27.450833333333335,60
PFOS,Light_1,0.1,1.1768494839158694,9.115836904397911,20.064135802469135,21.16916666666667,60
PFOS,Light_1,1,1.0657267144236662,8.255083633142414,15.815861111111111,15.659166666666666,60
PFOS,Dark_1,0,0.6782246483953029,5.253505536444779,27.697333333333333,28.129166666666663,60
PFOS,Dark_1,0.1,0.5687787098662495,4.405740941978649,24.489251700680274,25.23,60
PFOS,Dark_1,1,0.697474146035123,5.402611504008543,25.27363888888889,25.571666666666665,60
PFOS,Light_2,0,1.4059632385315652,10.890544416425197,18.504897959183673,19.615,60
PFOS,Light_2,0.1,1.725548627237163,13.366042192721205,15.21545751633987,12.783333333333333,60
PFOS,Light_2,1,1.0583106201048649,8.197638813561172,17.458392857142858,18.529166666666665,60
PFOS,Dark_2,0,0.6153661905618951,4.766606015730639,24.67295698924731,24.596666666666668,60
PFOS,Dark_2,0.1,0.8837107660103976,6.845194159244938,25.30647435897436,25.61416666666667,60
PFOS,Dark_2,1,0.7242751678609998,5.6102113263944675,24.469277777777776,24.255,60
PFOS,Light_3,0,1.5338165578715919,11.88089196954772,22.4531,23.955,60
PFOS,Light_3,0.1,0.9585577624365281,7.424956500589038,14.830555555555556,15.4725,60
PFOS,Light_3,1,1.3694064906384824,10.607377064862371,15.155451388888888,15.815000000000001,60
PFOS,Dark_3,0,0.8063100875229475,6.245651081710841,24.096614583333334,25.30166666666667,60
PFOS,Dark_3,0.1,0.6429389035670159,4.980183332287818,24.2028125,24.4525,60
PFOS,Dark_3,1,0.561444019014408,4.348926670941125,25.2140350877193,24.985,60
