Chemical,Cycle,Measurement,Df,Sum_Sq,Mean_Sq,F_Value,P_value,is_sig
PFOS,Light_1,Dose,2,1427.8568041645115,713.9284020822557,7.434572665257803,3.72e-03,TRUE
PFOS,Light_1,Residuals,155,14884.366231278527,96.02816923405501,NA, NA,NA
PFOS,Dark_1,Dose,2,197.92469471415302,98.96234735707651,3.8963908099857805,4.52e-02,TRUE
PFOS,Dark_1,Residuals,136,3454.191300849394,25.398465447422012,NA, NA,NA
PFOS,Light_2,Dose,2,284.70017760550763,142.35008880275382,1.1887360348354035,3.95e-01,FALSE
PFOS,Light_2,Residuals,153,18321.614680282666,119.74911555740304,NA, NA,NA
PFOS,Dark_2,Dose,2,20.35616486335646,10.17808243167823,0.28913243125696925,7.93e-01,FALSE
PFOS,Dark_2,Residuals,140,4928.300620723278,35.20214729088056,NA, NA,NA
PFOS,Light_3,Dose,2,1874.7751408648858,937.3875704324429,9.233339285887947,1.49e-03,TRUE
PFOS,Light_3,Residuals,149,15126.78605971991,101.52205409207994,NA, NA,NA
PFOS,Dark_3,Dose,2,37.17208854196657,18.586044270983287,0.7252362534622807,5.58e-01,FALSE
PFOS,Dark_3,Residuals,134,3434.094642155519,25.62757195638447,NA, NA,NA
OBS,Light_1,Dose,2,18.278953703942022,9.139476851971011,0.09571527732335094,9.09e-01,FALSE
OBS,Light_1,Residuals,156,14895.828845492422,95.48608234290015,NA, NA,NA
OBS,Dark_1,Dose,2,234.86295629477084,117.43147814738542,4.476711876775018,2.97e-02,TRUE
OBS,Dark_1,Residuals,128,3357.6494571488247,26.231636383975193,NA, NA,NA
OBS,Light_2,Dose,2,936.5735282729265,468.28676413646326,5.3799807086894456,1.64e-02,TRUE
OBS,Light_2,Residuals,160,13926.793852776835,87.04246157985521,NA, NA,NA
OBS,Dark_2,Dose,2,89.61434111524342,44.80717055762171,2.7489417879447724,1.11e-01,FALSE
OBS,Dark_2,Residuals,129,2102.6727547601768,16.29978879659052,NA, NA,NA
OBS,Light_3,Dose,2,719.2973721013884,359.6486860506942,3.6602781183578235,5.02e-02,FALSE
OBS,Light_3,Residuals,160,15721.152302472574,98.25720189045359,NA, NA,NA
OBS,Dark_3,Dose,2,72.31569699645719,36.157848498228596,1.4702150183075176,3.23e-01,FALSE
OBS,Dark_3,Residuals,134,3295.539522062749,24.593578522856333,NA, NA,NA
F53B,Light_1,Dose,2,1132.8520674576466,566.4260337288233,5.963889327035933,1.15e-02,TRUE
F53B,Light_1,Residuals,154,14626.295762867905,94.97594651212925,NA, NA,NA
F53B,Dark_1,Dose,2,437.59972858757095,218.79986429378548,7.836391935423252,3.56e-03,TRUE
F53B,Dark_1,Residuals,141,3936.8603714124297,27.920995541932125,NA, NA,NA
F53B,Light_2,Dose,2,138.81415987047376,69.40707993523688,0.7048825503368144,5.58e-01,FALSE
F53B,Light_2,Residuals,162,15951.518368749057,98.4661627700559,NA, NA,NA
F53B,Dark_2,Dose,2,185.69696938684302,92.84848469342151,4.54973218552624,2.97e-02,TRUE
F53B,Dark_2,Residuals,142,2897.859541800895,20.407461561978135,NA, NA,NA
F53B,Light_3,Dose,2,1676.801232538978,838.400616269489,9.574194637189391,1.49e-03,TRUE
F53B,Light_3,Residuals,164,14361.281160308657,87.56878756285766,NA, NA,NA
F53B,Dark_3,Dose,2,102.49971975186294,51.24985987593147,2.4875782582913684,1.30e-01,FALSE
F53B,Dark_3,Residuals,140,2884.323481569039,20.602310582635994,NA, NA,NA
PFOS,Light,Dose,2,2380.5917312897427,1190.2958656448714,11.02166131287317,6.32e-05,TRUE
PFOS,Light,Residuals,463,50002.1702853352,107.99604813247345,NA, NA,NA
PFOS,Dark,Dose,2,33.78165399295622,16.89082699647811,0.5805895628050173,5.60e-01,FALSE
PFOS,Dark,Residuals,416,12102.49801354881,29.092543301800024,NA, NA,NA
OBS,Light,Dose,2,1089.1457373606552,544.5728686803276,5.670779152698617,5.52e-03,TRUE
OBS,Light,Residuals,482,46287.13544222696,96.03140133242107,NA, NA,NA
OBS,Dark,Dose,2,171.8716749417642,85.9358374708821,3.7855824549914074,2.82e-02,TRUE
OBS,Dark,Residuals,397,9012.226752836013,22.70082305500255,NA, NA,NA
F53B,Light,Dose,2,1573.9554236392469,786.9777118196234,8.20293827857033,6.27e-04,TRUE
F53B,Light,Residuals,486,46626.11797817854,95.93851435839206,NA, NA,NA
F53B,Dark,Dose,2,538.119836892657,269.0599184463285,11.423905703242427,6.32e-05,TRUE
F53B,Dark,Residuals,429,10103.961640782238,23.552358137021532,NA, NA,NA
PFOS,NA,Dose,2,908.1356907289501,454.06784536447503,5.374677892883583,7.18e-03,TRUE
PFOS,NA,Residuals,882,74513.83089240351,84.4828014653101,NA, NA,NA
OBS,NA,Dose,2,1259.6369646488147,629.8184823244073,9.530656357429837,2.41e-04,TRUE
OBS,NA,Residuals,882,58285.58711773034,66.08343210627022,NA, NA,NA
F53B,NA,Dose,2,382.1899381987152,191.0949690993576,2.4823227922767455,8.41e-02,FALSE
F53B,NA,Residuals,918,70669.77033728687,76.9823206288528,NA, NA,NA
