Chemical,Cycle,Dose,diff,lwr.ci,upr.ci,pval,se,sd,mean,median,n
PFOS,Light_1,0.1,-3.13241722783389,-7.55894991606268,1.29411546039489,0.3948921730024038,1.1768494839158694,9.115836904397911,20.064135802469135,21.16916666666667,60
PFOS,Light_1,1,-7.38069191919192,-11.7067123102061,-3.05467152817779,0.0024822784968221434,1.0657267144236662,8.255083633142414,15.815861111111111,15.659166666666666,60
PFOS,Dark_1,0.1,-3.20808163265306,-5.79466959535312,-0.621493669953002,0.03759205239079744,0.5687787098662495,4.405740941978649,24.489251700680274,25.23,60
PFOS,Dark_1,1,-2.42369444444444,-4.91861876212585,0.0712298732369647,0.13921521703556028,0.697474146035123,5.402611504008543,25.27363888888889,25.571666666666665,60
PFOS,Light_2,0.1,-3.2894404428438,-8.17132938779555,1.59244850210795,0.3948921730024038,1.725548627237163,13.366042192721205,15.21545751633987,12.783333333333333,60
PFOS,Light_2,1,-1.04650510204081,-5.82040842482007,3.72739822073844,0.9931766413560011,1.0583106201048649,8.197638813561172,17.458392857142858,18.529166666666665,60
PFOS,Dark_2,0.1,0.633517369727048,-2.34633275644753,3.61336749590163,0.9931766413560011,0.8837107660103976,6.845194159244938,25.30647435897436,25.61416666666667,60
PFOS,Dark_2,1,-0.203679211469534,-3.10838478505671,2.70102636211764,0.9931766413560011,0.7242751678609998,5.6102113263944675,24.469277777777776,24.255,60
PFOS,Light_3,0.1,-7.62254444444444,-12.037920896682,-3.20716799220691,0.0024822784968221434,0.9585577624365281,7.424956500589038,14.830555555555556,15.4725,60
PFOS,Light_3,1,-7.29764861111111,-11.8437630773242,-2.75153414489801,0.0035909601371035826,1.3694064906384824,10.607377064862371,15.155451388888888,15.815000000000001,60
PFOS,Dark_3,0.1,0.106197916666666,-2.45686437832904,2.66926021166237,0.9931766413560011,0.6429389035670159,4.980183332287818,24.2028125,24.4525,60
PFOS,Dark_3,1,1.11742050438597,-1.36338297580166,3.59822398457359,0.7272524569522122,0.561444019014408,4.348926670941125,25.2140350877193,24.985,60
PFOS,Light_1,0,NA,NA,NA,1,1.5823038740874145,12.256473105960067,23.19655303030303,27.450833333333335,60
