Chemical,Dose,time_end,se,sd,mean,median,n
OBS,1,29,208.96276197911294,723.8682412754913,1272.2454545454545,1462.5,12
OBS,1,30,196.69084220952155,681.3570641808088,1384.509090909091,1544.7,12
OBS,1,31,88.0294658911399,304.94301497321163,1428.2714285714287,1568.2,12
OBS,1,32,25.726595639809922,89.11954150786146,1545.7875000000001,1538.9,12
OBS,1,33,46.176955832969334,159.9616672831338,1500.0666666666666,1567.8999999999999,12
OBS,1,34,41.221116150180436,142.79413503362102,1432.4666666666667,1424.8,12
OBS,1,35,30.75810941268753,106.54921649507465,1429.5125,1442.45,12
OBS,1,36,68.38963903452573,236.9086590381886,1265.9545454545455,1275.6,12
OBS,1,37,129.9537929536122,450.1731440638854,1078.3181818181818,1029.9,12
OBS,1,38,131.71005644861359,456.2570192735271,1043.7818181818182,1122,12
OBS,1,39,159.34287577612645,551.9799133367742,849.6545454545454,704,12
OBS,1,40,154.53343147825473,535.3195095766017,976.78,889.75,12
OBS,1,41,93.63816341721014,324.37211313209065,1549.1444444444444,1553.9,12
OBS,1,42,52.30875925352138,181.20285741597536,1455.7125,1530.6,12
OBS,1,43,55.28593761661412,191.5161057921181,1447.4099999999999,1452,12
OBS,1,44,65.39584824430824,226.53786352641166,1422.111111111111,1406.3000000000002,12
OBS,1,45,64.10480885642293,222.0655718976317,1403.64,1324.4,12
OBS,1,46,67.31856356162095,233.19834476256472,1376.2,1423.6999999999998,12
OBS,1,47,186.2046611482466,645.0318674298193,1159,1195,12
OBS,1,48,202.5486880114298,701.649237284427,1029.6727272727273,1030.8,12
OBS,1,49,176.86289301582153,612.6710333540432,998.72,1061.75,12
OBS,1,50,166.85402050117764,577.9992819103575,901.09,863,12
PFOS,0,1,152.26867276563516,527.474155262319,1471.1916666666666,1522.35,12
PFOS,0,2,200.06148770724556,693.0333226935313,1210.6499999999999,1535.1,12
PFOS,0,3,210.5388729882,729.3280499677062,1275.5583333333334,1575.8500000000001,12
PFOS,0,4,215.52745323913487,746.608998872214,1203.5916666666667,1468.05,12
PFOS,0,5,258.2491477295333,894.6012897578248,1351.2818181818182,1672.2,12
PFOS,0,6,298.86185160135875,1035.2878228353268,1234.3111111111111,1110.5,12
PFOS,0,7,220.8966662103735,765.2084981979002,1050.65,936.6500000000001,12
PFOS,0,8,217.39991745884154,753.0954051999875,932.76,611.45,12
PFOS,0,9,209.55348641019236,725.9145707312948,946.88,722.45,12
PFOS,0,10,206.14795749565317,714.1174725180413,955.4699999999999,764.45,12
PFOS,0,11,218.628102348174,757.3499624588118,1125.4818181818182,1391.8000000000002,12
PFOS,0,12,257.02444683949454,890.358801426581,1326.5555555555557,1363.9,12
PFOS,0,13,256.2021018823393,887.5101149322992,1260.1125,1184,12
PFOS,0,14,260.26476328717376,901.5835868665439,1238.7875,1202.1,12
PFOS,0,15,234.0966288244752,810.934510009168,1089.857142857143,915.7,12
PFOS,0,16,224.7924616297343,778.7039294023543,1222.6166666666668,1298.8,12
PFOS,0,17,222.44862527983602,770.584642117053,1228.9333333333334,1287.75,12
PFOS,0,18,264.79013513850293,917.2599348058324,1230.6399999999999,1037.2,12
PFOS,0,19,184.5927599038721,639.448077725739,1267.1125,1297.85,12
PFOS,0,20,175.64483803113637,608.4515671142688,1173.5571428571427,1195.1,12
PFOS,0,21,99.24257983737516,343.7863811050888,1857.0749999999998,1841.6,12
PFOS,0,22,73.81606363116366,255.70634524782525,1562.3,1482.9,12
PFOS,0,23,75.10661575493022,260.17694894418446,1643.1857142857143,1702.6999999999998,12
PFOS,0,24,117.00095966910727,405.3032133624218,1664.0142857142857,1731.5,12
PFOS,0,25,96.10319664174499,332.91123870657003,1637.857142857143,1613.1000000000001,12
PFOS,0,26,139.93202351035913,484.7387486517293,1530.5777777777778,1663.5,12
PFOS,0,27,180.92754721509337,626.7514085307173,1755.8857142857144,1847.7,12
PFOS,0,28,214.08300117930753,741.605270158777,1369.2545454545455,1402.9,12
PFOS,0,29,262.5673326342534,909.5599210607292,1229.1,1485.3,12
PFOS,0,30,244.23313705984953,846.0484045591853,1131.1000000000001,1129,12
PFOS,0,31,93.95865831429384,325.4823400227217,1458.6833333333334,1369.25,12
