Chemical,Cycle,Dose,diff,lwr.ci,upr.ci,pval,se,sd,mean,median,n
PFOS,Light_1,0.1,138.302188552189,34.9214076713795,241.682969432998,0.03873436801761421,31.281848236911568,242.3081545202927,619.8703703703703,657.7,60
PFOS,Light_1,1,136.296818181818,35.2634817922263,237.33015457141,0.03873436801761421,32.00275066082222,247.89224068438574,617.865,644.2,60
PFOS,Dark_1,0.1,61.1848299319728,7.95693954580235,114.412720318143,0.08688562081664974,16.371590365277143,126.81379367129635,574.5081632653062,578.9,60
PFOS,Dark_1,1,49.8983333333333,-1.44326417596299,101.23993084263,0.11575056054888244,11.89373786989989,92.1284973885575,563.2216666666667,535.25,60
PFOS,Light_2,0.1,-99.7331732693078,-232.8542470285,33.3879004898845,0.25300754287832206,42.82781284483128,331.7428118050393,467.5627450980392,502.8,60
PFOS,Light_2,1,127.741581632653,-2.43490200245978,257.918065267766,0.11575056054888244,36.8154244323811,285.1710514203393,695.0375,771.25,60
PFOS,Dark_2,0.1,12.6465260545906,-53.64264976845,78.9357018776312,0.9444337218540155,21.250015402354457,164.60191151993982,548.4884615384616,569.85,60
PFOS,Dark_2,1,29.9897311827957,-34.6277932995094,94.6072556651009,0.5551115976536521,13.2616886918133,102.72459889196027,565.8316666666667,538.5999999999999,60
PFOS,Light_3,0.1,62.1265185185185,-54.2770677766004,178.530104813638,0.5137153873543463,35.14941144144111,272.26617028338774,630.6685185185186,633.6,60
PFOS,Light_3,1,4.54341666666664,-115.306846000553,124.393679333886,0.994735130056478,37.91180059083976,293.6635446261178,573.0854166666667,614.65,60
PFOS,Dark_3,0.1,57.31875,-4.14458264192498,118.782082641925,0.12128890935818122,17.504539513806854,135.58958004000723,566.69375,558.95,60
PFOS,Dark_3,1,63.865350877193,4.37461987946165,123.356081874924,0.10049993140736602,12.8481307375934,99.52119275318972,573.240350877193,553.9,60
PFOS,Light_1,0,NA,NA,NA,1,23.13796182268359,179.2258816088731,481.5681818181818,495.95,60
PFOS,Dark_1,0,NA,NA,NA,1,10.451188505990094,80.95455806354802,513.3233333333334,516.6,60
PFOS,Light_2,0,NA,NA,NA,1,35.589641220677585,275.6761754903626,567.295918367347,595,60
PFOS,Dark_2,0,NA,NA,NA,1,15.537163610086463,120.35035181832956,535.841935483871,531.7,60
PFOS,Light_3,0,NA,NA,NA,1,29.34308261261731,227.29054057011052,568.542,560.5999999999999,60
PFOS,Dark_3,0,NA,NA,NA,1,17.290846294828885,133.93431948340898,509.375,510.65,60
OBS,Light_1,0.1,156.371818181818,74.1884919497601,238.555144413876,9.35151747627927e-4,22.69486840625874,175.7936947636179,637.94,659.8,60
OBS,Light_1,1,130.304545454545,46.5556818605902,214.053409048501,0.008102892665009964,26.082607545758975,202.03500930077684,611.8727272727273,578.8,60
OBS,Dark_1,0.1,15.5999999999999,-30.88282321463,62.0828232146298,0.9855231197075135,14.507817757432111,112.37707312869361,528.9233333333333,518.8,60
OBS,Dark_1,1,-30.8867479674797,-80.8308390889942,19.0573431540348,0.6659211838140539,8.843948852227324,68.50493323877326,482.43658536585366,488.6,60
OBS,Light_2,0.1,47.3474149659863,-52.5535490206462,147.248378952619,0.7930153964919058,28.46587781558257,220.49574142985293,614.6433333333333,632.0999999999999,60
OBS,Light_2,1,88.9226001511715,-13.4429412227545,191.288141525098,0.39062481495337975,26.09976180932712,202.1678856550086,656.2185185185185,642.95,60
OBS,Dark_2,0.1,-23.8752688172044,-70.7165576654299,22.9660200310212,0.7930153964919058,11.636358533693882,90.13484562298993,511.96666666666664,498.4,60
OBS,Dark_2,1,-10.6882769472857,-61.0914740847999,39.7149201902286,0.9996499448876567,10.39518602429388,80.52076470563657,525.1536585365853,504.3,60
OBS,Light_3,0.1,72.2746666666667,-21.6850186218869,166.23435195522,0.4634669343999156,24.868757106813053,192.6325642311286,640.8166666666667,623.75,60
OBS,Light_3,1,14.4957358490566,-82.2432463087552,111.234718006868,0.9996499448876567,31.20744859172606,241.7318573467583,583.0377358490566,611.2,60
OBS,Dark_3,0.1,10.460593220339,-43.6388183429538,64.5600047836318,0.9996499448876567,14.975553596873365,116.00013936185425,519.835593220339,531.9,60
OBS,Dark_3,1,0.531521739130426,-56.1923983456073,57.2554418238682,0.9996499448876567,10.823680623444378,83.83986959853598,509.9065217391304,499.75,60
OBS,Light_1,0,NA,NA,NA,1,23.13796182268359,179.2258816088731,481.5681818181818,495.95,60
OBS,Dark_1,0,NA,NA,NA,1,10.451188505990094,80.95455806354802,513.3233333333334,516.6,60
OBS,Light_2,0,NA,NA,NA,1,35.589641220677585,275.6761754903626,567.295918367347,595,60
OBS,Dark_2,0,NA,NA,NA,1,15.537163610086463,120.35035181832956,535.841935483871,531.7,60
OBS,Light_3,0,NA,NA,NA,1,29.34308261261731,227.29054057011052,568.542,560.5999999999999,60
OBS,Dark_3,0,NA,NA,NA,1,17.290846294828885,133.93431948340898,509.375,510.65,60
F53B,Light_1,0.1,124.660909090909,32.9872179051814,216.334600276637,0.022227619742154925,27.548881547587513,213.3927188808945,606.2290909090909,633.5,60
F53B,Light_1,1,225.919749216301,135.3059051085,316.533593324102,2.9681205573339753e-6,27.31976504030057,211.61799004676743,707.4879310344828,733.05,60
F53B,Dark_1,0.1,8.39192090395477,-25.6963148335918,42.4801566415013,0.9479637394990582,9.919425911954518,76.83554272187634,521.7152542372881,523,60
F53B,Dark_1,1,-3.05424242424249,-37.5577816299198,31.4492967814349,0.9684503755667075,6.43492825783642,49.84473995327993,510.2690909090909,507.4,60
F53B,Light_2,0.1,102.742414965986,-5.10797800435907,210.592807936332,0.19255399577853716,30.025138722746156,232.5737244815266,670.0383333333333,673.65,60
F53B,Light_2,1,69.1130102040815,-40.455244556271,178.681264964434,0.5420432292223709,32.16673552607976,249.16246198873077,636.4089285714285,713.05,60
F53B,Dark_2,0.1,-9.1588846364134,-50.5678675855813,32.2500983127544,0.9479637394990582,8.247683810197996,63.886284083362746,526.6830508474576,524.5,60
F53B,Dark_2,1,-11.2382991202346,-53.1627319346697,30.6861336942005,0.9479637394990582,10.2425501272323,79.33845213093072,524.6036363636364,530.4,60
