Chemical,Cycle,Dose,diff,lwr.ci,upr.ci,pval,se,sd,mean,median,n
OBS,Light_1,0.1,-111.835,-356.718062352662,133.048062352662,0.6447483722125771,61.53203073371372,476.62506057999235,798.39,865.8,60
OBS,Light_1,1,-125.335909090909,-374.883829888536,124.212011706717,0.6309195891431654,72.46336207807923,561.2987890771979,784.8890909090909,822.1,60
OBS,Dark_1,0.1,-157.691666666667,-312.649097228291,-2.73423610504173,0.1777288888948404,44.170781918395846,342.14540551781363,990.825,1019.3000000000001,60
OBS,Dark_1,1,-189.065447154471,-355.56153101303,-22.5693632959133,0.14289788148112526,35.6714864097773,276.3101455990634,959.4512195121952,965,60
OBS,Light_2,0.1,211.153707482993,-6.97159067287751,429.279005638864,0.1777288888948404,66.73370680733017,516.9170701909566,754.1516666666666,689.5,60
OBS,Light_2,1,-155.09425547997,-378.600749732242,68.4122387723023,0.4238957662231435,52.12932177236059,403.79199014688055,387.9037037037037,233.85,60
OBS,Dark_2,0.1,115.774516129032,-16.4287746172172,247.977806875282,0.22435227181688847,36.68180553165488,284.13604386583694,1060.31,1108.85,60
OBS,Dark_2,1,-1.56475216365061,-143.821054019524,140.691549692223,0.9995195450562604,27.544883258042443,213.36174826325177,942.9707317073171,981,60
OBS,Light_3,0.1,-38.229,-264.408760782218,187.950760782218,0.9995195450562604,64.32399517243547,498.2515241287378,740.415,692.2,60
OBS,Light_3,1,-263.347773584906,-496.217857978799,-30.4776891910124,0.14289788148112526,60.84191015911142,471.2794095953728,515.2962264150943,447.6,60
OBS,Dark_3,0.1,82.3543961864407,-57.2414866645718,221.950279037453,0.5280215083247843,38.41027380964742,297.52470157606274,1018.7762711864407,1070.1,60
OBS,Dark_3,1,7.96508152173908,-138.402974510353,154.333137553831,0.9995195450562604,31.302765894677815,242.4701820006334,944.3869565217391,955.7,60
OBS,Light_1,0,NA,NA,NA,1,82.6085331724694,639.8829464631939,910.225,1059.65,60
OBS,Dark_1,0,NA,NA,NA,1,38.04077366100707,294.6625657318523,1148.5166666666667,1144.05,60
OBS,Light_2,0,NA,NA,NA,1,76.7976254918024,594.8718491160498,542.9979591836735,317.7,60
OBS,Dark_2,0,NA,NA,NA,1,39.166687311822514,303.3838553696039,944.5354838709677,989.7,60
OBS,Light_3,0,NA,NA,NA,1,79.8930116719454,618.8486073675987,778.644,730.55,60
OBS,Dark_3,0,NA,NA,NA,1,41.64139027747022,322.5528221151312,936.421875,991,60
F53B,Light_1,0.1,-530.035909090909,-767.507583340745,-292.564234841073,3.419232502333003e-5,54.40583351261168,421.42577426175683,380.1890909090909,250.2,60
F53B,Light_1,1,-410.175,-644.901244707415,-175.448755292585,8.836225108180829e-4,67.75442573102033,524.8235249761781,500.05,335.4,60
F53B,Dark_1,0.1,-184.201412429378,-338.827571720931,-29.575253137826,0.0407006091614857,38.65890931006001,299.45062388081055,964.3152542372882,937.9,60
F53B,Dark_1,1,54.6142424242425,-101.895756814673,211.124241663158,0.7575359841314531,43.02475772148105,333.2683402598102,1203.1309090909092,1242.9,60
F53B,Light_2,0.1,-110.872959183674,-323.597530866578,101.851612499231,0.5310925561658719,59.28832001783086,459.2453521073495,432.125,243.75,60
F53B,Light_2,1,-189.606887755102,-405.719777305241,26.506001795037,0.14041991579341212,56.30410681381715,436.12973602599476,353.3910714285714,218.3,60
F53B,Dark_2,0.1,5.45265172225265,-129.609243521808,140.514546966313,0.9933678742264953,26.35531125829341,204.14736317496644,949.9881355932204,984.2,60
F53B,Dark_2,1,148.71724340176,11.9741275444869,285.460359259032,0.06203508395059876,41.49463038700289,321.4160248917889,1093.2527272727273,1133.5,60
F53B,Light_3,0.1,-384.037220338983,-591.372846527843,-176.701594150123,4.6627727133907726e-4,45.36745414691519,351.41478874166233,394.60677966101696,274.5,60
F53B,Light_3,1,-453.31124137931,-661.465150115999,-245.157332642622,3.419232502333003e-5,60.604461958556705,469.4401437427021,325.3327586206897,157.10000000000002,60
F53B,Dark_3,0.1,15.2816964285714,-113.758577298775,144.321970155918,0.9933678742264953,28.89511167258968,223.82057258948677,951.7035714285714,994.5999999999999,60
F53B,Dark_3,1,118.189034090909,-11.2771162850604,247.655184466878,0.13363387311443367,33.77439426335195,261.61533302041084,1054.610909090909,1079.6,60
F53B,Light_1,0,NA,NA,NA,1,82.6085331724694,639.8829464631939,910.225,1059.65,60
F53B,Dark_1,0,NA,NA,NA,1,38.04077366100707,294.6625657318523,1148.5166666666667,1144.05,60
F53B,Light_2,0,NA,NA,NA,1,76.7976254918024,594.8718491160498,542.9979591836735,317.7,60
F53B,Dark_2,0,NA,NA,NA,1,39.166687311822514,303.3838553696039,944.5354838709677,989.7,60
F53B,Light_3,0,NA,NA,NA,1,79.8930116719454,618.8486073675987,778.644,730.55,60
F53B,Dark_3,0,NA,NA,NA,1,41.64139027747022,322.5528221151312,936.421875,991,60
PFOS,Light,0.1,-309.181470730527,-435.163240595867,-183.199700865188,3.513954269784847e-7,33.54644599617447,450.0728019058306,429.203144654088,271.6,180
PFOS,Light,1,-398.488883677298,-523.557993759731,-273.419773594866,4.957323440635264e-11,28.672421324598236,384.68089896789735,339.89573170731705,203.65,180
PFOS,Dark,0.1,-89.5232806523778,-186.4227358016,7.37617449684463,0.09882503488884856,24.778811229401587,332.4426378634625,918.0208053691275,937.6,180
PFOS,Dark,1,-75.9700747220703,-169.877954479458,17.9378050353175,0.12797962396738405,25.413768637844786,340.96148543203907,931.574011299435,920,180
PFOS,Light,0,NA,NA,NA,1,47.06107996531854,631.3906433820342,738.3846153846154,618.3,180
PFOS,Dark,0,NA,NA,NA,1,23.80678590037384,319.40154959411666,1007.5440860215053,1026.8,180
OBS,Light,0.1,25.9342735042735,-108.741381910813,160.60992891936,0.8732583910360784,36.92278271164368,495.3711123701357,764.3188888888889,783.2,180
OBS,Light,1,-174.024121557455,-311.972468796036,-36.0757743188742,0.04139644987006408,37.92759409218867,508.8520716789198,564.3604938271604,413.85,180
OBS,Dark,0.1,15.7849642578243,-66.4837638037009,98.0536923193495,0.8732583910360784,23.00117620950185,308.5931614013825,1023.3290502793296,1070.1,180
OBS,Dark,1,-58.7854922715053,-146.479112303715,28.9081277607041,0.4602483692669499,18.14613568177542,243.45595748030598,948.75859375,963.45,180
OBS,Light,0,NA,NA,NA,1,47.06107996531854,631.3906433820342,738.3846153846154,618.3,180
OBS,Dark,0,NA,NA,NA,1,23.80678590037384,319.40154959411666,1007.5440860215053,1026.8,180
F53B,Light,0.1,-335.39783377542,-462.381673553618,-208.413993997222,3.72660884373488e-8,30.663860933682734,411.3988650018886,402.9867816091954,257.2,180
F53B,Light,1,-345.000313059034,-472.316757542606,-217.683868575462,3.154981831343662e-8,35.932286015297294,482.08220470301876,393.3843023255814,221.55,180
F53B,Dark,0.1,-52.1458101594363,-133.585866947191,29.2942466283179,0.2564123405360491,18.257910145995723,244.9555692811773,955.398275862069,979.95,180
F53B,Dark,1,109.454095796676,27.2440401527211,191.664151440632,0.008939061691659145,23.226616887260896,311.6177654835596,1116.9981818181818,1103.9,180
F53B,Light,0,NA,NA,NA,1,47.06107996531854,631.3906433820342,738.3846153846154,618.3,180
F53B,Dark,0,NA,NA,NA,1,23.80678590037384,319.40154959411666,1007.5440860215053,1026.8,180
PFOS,NA,0.1,-178.775071538631,-272.142628195204,-85.4075148820576,5.2571129492862134e-5,24.57404530031798,466.2597268389678,665.6766233766234,661.65,360
PFOS,NA,1,-197.438498434316,-288.82511936445,-106.051877504181,4.389149831141026e-6,24.651606881068766,467.73135436354113,647.0131964809384,706.5,360
PFOS,NA,0,NA,NA,NA,1,28.780777718255568,546.0768625242687,844.4516949152543,946.7,360
OBS,NA,0.1,49.0115362825173,-38.2950065440665,136.318079109101,0.34795550431523403,22.782999122072738,432.27701493219854,893.4632311977716,961.8,360
OBS,NA,1,-110.425832846289,-201.759186741894,-19.0924789506836,0.014588704615354664,23.970673783085342,454.81155722060777,734.0258620689655,816.55,360
OBS,NA,0,NA,NA,NA,1,28.780777718255568,546.0768625242687,844.4516949152543,946.7,360
F53B,NA,0.1,-165.259166179622,-259.475215449912,-71.0431169093319,2.331463502283082e-4,23.022046402562854,436.8126181811059,679.1925287356322,767.1,360
F53B,NA,1,-96.7757305235629,-191.611123492877,-1.9403375542491,0.04472027916128063,28.718492963412036,544.8950923914041,747.6759643916914,761.6,360
F53B,NA,0,NA,NA,NA,1,28.780777718255568,546.0768625242687,844.4516949152543,946.7,360
