Chemical,Cycle,Dose,se,sd,mean,median,n
F53B,Light_1,0,0.38563269704472647,2.9870980268145515,8.026136363636363,8.265833333333333,60
F53B,Light_1,0.1,0.45914802579312525,3.5565453146815753,10.103818181818182,10.558333333333334,60
F53B,Light_1,1,0.45532941733834287,3.5269665007794573,11.79146551724138,12.217500000000001,60
F53B,Dark_1,0,0.17418647509983493,1.3492426343924673,8.555388888888888,8.61,60
F53B,Dark_1,0.1,0.16532376519924197,1.280592378697939,8.695254237288136,8.716666666666667,60
F53B,Dark_1,1,0.10724880429727367,0.8307456658879987,8.504484848484848,8.456666666666667,60
F53B,Light_2,0,0.593160687011293,4.594602924839376,9.454931972789115,9.916666666666666,60
F53B,Light_2,0.1,0.500418978712436,3.876228741358777,11.167305555555556,11.2275,60
F53B,Light_2,1,0.5361122587679961,4.15270769981218,10.606815476190476,11.884166666666667,60
F53B,Dark_2,0,0.2589527268347743,2.005839196972159,8.930698924731182,8.861666666666668,60
F53B,Dark_2,0.1,0.13746139683663328,1.0647714013893792,8.778050847457626,8.741666666666667,60
F53B,Dark_2,1,0.17070916878720502,1.322307535515512,8.74339393939394,8.84,60
F53B,Light_3,0,0.4890513768769552,3.788175676168509,9.4757,9.343333333333334,60
F53B,Light_3,0.1,0.48610273095853845,3.7653355630967282,11.976779661016948,11.995000000000001,60
F53B,Light_3,1,0.571095432282627,4.423686196651481,9.138908045977011,8.650833333333333,60
F53B,Dark_3,0,0.28818077158048144,2.2322386580568168,8.489583333333334,8.510833333333334,60
F53B,Dark_3,0.1,0.1661840863414742,1.28725639761045,9.152738095238096,8.8533333333333335,60
F53B,Dark_3,1,0.2461614008708779,1.9067580121039962,8.69178787878788,8.58,60
OBS,Light_1,0,0.38563269704472647,2.9870980268145515,8.026136363636363,8.265833333333333,60
OBS,Light_1,0.1,0.378247806770979,2.9298949127269656,10.632333333333333,10.996666666666666,60
OBS,Light_1,1,0.43471012576264956,3.3672501550129472,10.197878787878787,9.6466666666666665,60
OBS,Dark_1,0,0.17418647509983493,1.3492426343924673,8.555388888888888,8.61,60
OBS,Dark_1,0.1,0.24179696262386852,1.87295121881156,8.815388888888888,8.6466666666666665,60
OBS,Dark_1,1,0.1473991475371221,1.1417488873128878,8.040609756097561,8.143333333333334,60
OBS,Light_2,0,0.593160687011293,4.594602924839376,9.454931972789115,9.916666666666666,60
OBS,Light_2,0.1,0.4744312969263762,3.6749290238308823,10.244055555555555,10.535,60
OBS,Light_2,1,0.434996030155452,3.3694647609168102,10.936975308641975,10.715833333333334,60
OBS,Dark_2,0,0.2589527268347743,2.005839196972159,8.930698924731182,8.861666666666668,60
OBS,Dark_2,0.1,0.19393930889489802,1.502247427049832,8.532777777777778,8.306666666666667,60
OBS,Dark_2,1,0.173253100404898,1.342012745093943,8.752560975609756,8.405,60
OBS,Light_3,0,0.4890513768769552,3.788175676168509,9.4757,9.343333333333334,60
OBS,Light_3,0.1,0.4144792851135509,3.210542737185477,10.680277777777778,10.395833333333332,60
OBS,Light_3,1,0.5201241431954343,4.028864289112638,9.717295597484277,10.186666666666667,60
OBS,Dark_3,0,0.28818077158048144,2.2322386580568168,8.489583333333334,8.510833333333334,60
OBS,Dark_3,0.1,0.24959255994788943,1.9333356560309043,8.663926553672317,8.865,60
OBS,Dark_3,1,0.18039467705740628,1.3973311599755995,8.498442028985508,8.329166666666666,60
PFOS,Light_1,0,0.38563269704472647,2.9870980268145515,8.026136363636363,8.265833333333333,60
PFOS,Light_1,0.1,0.5213641372818595,4.0384692420048784,10.331172839506173,10.961666666666666,60
PFOS,Light_1,1,0.5333791776803702,4.131537344739762,10.29775,10.736666666666666,60
PFOS,Dark_1,0,0.17418647509983493,1.3492426343924673,8.555388888888888,8.61,60
PFOS,Dark_1,0.1,0.27285983942128567,2.113563227854939,9.575136054421769,9.648333333333333,60
PFOS,Dark_1,1,0.19822896449833147,1.5354749564759582,9.387027777777778,8.920833333333334,60
PFOS,Light_2,0,0.593160687011293,4.594602924839376,9.454931972789115,9.916666666666666,60
PFOS,Light_2,0.1,0.7137968807471881,5.529046863417322,7.7927124183006535,8.38,60
PFOS,Light_2,1,0.6135904072063517,4.752850857005655,11.583958333333333,12.854166666666666,60
PFOS,Dark_2,0,0.2589527268347743,2.005839196972159,8.930698924731182,8.861666666666668,60
PFOS,Dark_2,0.1,0.3541669233725743,2.7433651919989974,9.141474358974358,9.4975,60
PFOS,Dark_2,1,0.22102814486355496,1.7120766481993377,9.430527777777778,8.976666666666667,60
PFOS,Light_3,0,0.4890513768769552,3.788175676168509,9.4757,9.343333333333334,60
PFOS,Light_3,0.1,0.5858235240240184,4.537769504723128,10.511141975308641,10.56,60
PFOS,Light_3,1,0.6318633431806627,4.894392410435297,9.551423611111112,10.244166666666665,60
PFOS,Dark_3,0,0.28818077158048144,2.2322386580568168,8.489583333333334,8.510833333333334,60
PFOS,Dark_3,0.1,0.29174232523011423,2.259826334000121,9.444895833333334,9.315833333333334,60
PFOS,Dark_3,1,0.2141355122932234,1.6586865458864957,9.554005847953217,9.231666666666666,60
