Chemical,Cycle,Dose,se,sd,mean,median,n
F53B,Light,0,1.1853287433153645,15.902853874425329,14.864335664335664,7.4,180
F53B,Light,0.1,0.8926793614273492,11.976550405575939,14.168965517241379,10.6,180
F53B,Light,1,1.0641444491522847,14.276995957101462,16.058720930232557,10.7,180
F53B,Dark,0,0.5066004268848073,6.796757951669048,10.087096774193549,8.8,180
F53B,Dark,0.1,0.2765774021692017,3.710675233743797,10.868390804597702,10.2,180
F53B,Dark,1,0.23096688271601745,3.098745901825418,9.994545454545454,9.7,180
OBS,Light,0,1.1853287433153645,15.902853874425329,14.864335664335664,7.4,180
OBS,Light,0.1,0.8078393150381484,10.838301739933009,11.364444444444445,7.95,180
OBS,Light,1,0.929423914799093,12.46953032042847,14.197530864197532,9.4,180
OBS,Dark,0,0.5066004268848073,6.796757951669048,10.087096774193549,8.8,180
OBS,Dark,0.1,0.3387111434585787,4.544286849060391,10.336871508379888,9.4,180
OBS,Dark,1,0.3078499116530134,4.130239975940656,10.34609375,9.6,180
PFOS,Light,0,1.1853287433153645,15.902853874425329,14.864335664335664,7.4,180
PFOS,Light,0.1,1.320874064637996,17.72138518948206,18.58993710691824,9.8,180
PFOS,Light,1,1.1586171005621304,15.544479580503802,17.646341463414632,10.8,180
PFOS,Dark,0,0.5066004268848073,6.796757951669048,10.087096774193549,8.8,180
PFOS,Dark,0.1,0.4389001267266891,5.888463112164895,9.447651006711409,8.3,180
PFOS,Dark,1,0.2629152376489075,3.527378062220815,10.189830508474577,9.3,180
